,runID,module,name,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues,recordingmode,title,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit,legend
0,PureAloha1-0-20250221-10:52:43-39448,Aloha.server,collisionLength:histogram,81232.0,81232.0,0.20396496185435542,0.0930660788949198,0.099168042488,1.090704206254,0.0,0.0,[0.01 0.03 0.05 0.07 0.09 0.11 0.13 0.15 0.17 0.19 0.21 0.23 0.25 0.27 0.29 0.31 0.33 0.35 0.37 0.39 0.41 0.43 0.45 0.47 0.49 0.51 0.53 0.55 0.57 0.59 0.61 0.63 0.65 0.67 0.69 0.71 0.73 0.75 0.77 0.79 0.81 0.83 0.85 0.87 0.89 0.91 0.93 0.95 0.97 0.99 1.01 1.03 1.05 1.07 1.09 1.11],[0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.5540e+03 1.0360e+04 1.0109e+04 9.8860e+03 9.6790e+03 7.4250e+03 5.2730e+03 4.4980e+03 3.6590e+03 2.9500e+03 2.2800e+03 1.8400e+03 1.5430e+03 1.2260e+03 9.6000e+02 7.8200e+02 6.0400e+02 5.3100e+02 3.9600e+02 3.2900e+02 2.6700e+02 2.2500e+02 1.7500e+02 1.3400e+02 1.0200e+02 9.5000e+01 6.9000e+01 5.7000e+01 3.9000e+01 4.8000e+01 2.7000e+01 1.8000e+01 1.7000e+01 2.4000e+01 9.0000e+00 9.0000e+00 2.0000e+00 1.0000e+00 9.0000e+00 6.0000e+00 3.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 6.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00],histogram,collision length,PureAloha1,20250221-10:52:43,20250221-105243,PureAloha1,omnetpp.ini,,,,,Aloha,39448,0,#0,results,0,0,,collision length in Aloha.server
